Execution Time (s),CDF
0.1770780086517334,0.001
0.1820056438446045,0.002
0.18310165405273438,0.003
0.18499088287353516,0.004
0.18517351150512695,0.005
0.18610358238220215,0.006
0.18652915954589844,0.007
0.18657493591308594,0.008
0.18670105934143066,0.009
0.18694400787353516,0.01
0.1872391700744629,0.011
0.18733692169189453,0.012
0.18781828880310059,0.013
0.18793320655822754,0.014
0.18816375732421875,0.015
0.18825793266296387,0.016
0.18858933448791504,0.017
0.18864703178405762,0.018
0.18877887725830078,0.019
0.1888751983642578,0.02
0.1889791488647461,0.021
0.18909597396850586,0.022
0.1892561912536621,0.023
0.18925809860229492,0.024
0.18980789184570312,0.025
0.19028949737548828,0.026
0.19037628173828125,0.027
0.19065523147583008,0.028
0.1911938190460205,0.029
0.19123196601867676,0.03
0.19123339653015137,0.031
0.19129109382629395,0.032
0.19163250923156738,0.033
0.19204068183898926,0.034
0.19213008880615234,0.035
0.19221973419189453,0.036
0.19254255294799805,0.037
0.19261550903320312,0.038
0.19265103340148926,0.039
0.19295358657836914,0.04
0.19302606582641602,0.041
0.19327759742736816,0.042
0.1934809684753418,0.043
0.19350886344909668,0.044
0.19365525245666504,0.045
0.19381928443908691,0.046
0.19385266304016113,0.047
0.19398117065429688,0.048
0.19426918029785156,0.049
0.19433093070983887,0.05
0.19440865516662598,0.051
0.19442367553710938,0.052
0.1945192813873291,0.053
0.19456100463867188,0.054
0.19477319717407227,0.055
0.194990873336792,0.056
0.19511795043945312,0.057
0.19515585899353027,0.058
0.19521379470825195,0.059
0.1952667236328125,0.06
0.19527578353881836,0.061
0.19530177116394043,0.062
0.19554734230041504,0.063
0.19559073448181152,0.064
0.195648193359375,0.065
0.19567465782165527,0.066
0.19580364227294922,0.067
0.1958451271057129,0.068
0.19591903686523438,0.069
0.1960136890411377,0.07
0.1962125301361084,0.071
0.19626307487487793,0.072
0.1967334747314453,0.073
0.19676470756530762,0.074
0.19678115844726562,0.075
0.19713139533996582,0.076
0.1971731185913086,0.077
0.19721674919128418,0.078
0.19743037223815918,0.079
0.19754266738891602,0.08
0.19754719734191895,0.081
0.19770336151123047,0.082
0.19781160354614258,0.083
0.1978158950805664,0.084
0.1978600025177002,0.085
0.1979508399963379,0.086
0.19795751571655273,0.087
0.19803166389465332,0.088
0.1981518268585205,0.089
0.19815301895141602,0.09
0.1983487606048584,0.091
0.19837260246276855,0.092
0.19842267036437988,0.093
0.1984574794769287,0.094
0.19860339164733887,0.095
0.19861865043640137,0.096
0.19866347312927246,0.097
0.19871973991394043,0.098
0.1987762451171875,0.099
0.19889616966247559,0.1
0.19898509979248047,0.101
0.19905996322631836,0.102
0.19907855987548828,0.103
0.19916248321533203,0.104
0.1993119716644287,0.105
0.19937729835510254,0.106
0.19940567016601562,0.107
0.19971108436584473,0.108
0.19985389709472656,0.109
0.20020389556884766,0.11
0.20020747184753418,0.111
0.20029187202453613,0.112
0.20029950141906738,0.113
0.20036554336547852,0.114
0.20036768913269043,0.115
0.20041894912719727,0.116
0.2004561424255371,0.117
0.20048236846923828,0.118
0.20057940483093262,0.119
0.20068025588989258,0.12
0.20083069801330566,0.121
0.2011573314666748,0.122
0.20157122611999512,0.123
0.20163297653198242,0.124
0.20166397094726562,0.125
0.20172476768493652,0.126
0.20178866386413574,0.127
0.20182394981384277,0.128
0.20185279846191406,0.129
0.20189118385314941,0.13
0.2020585536956787,0.131
0.2021315097808838,0.132
0.2022089958190918,0.133
0.20227980613708496,0.134
0.2023155689239502,0.135
0.2023329734802246,0.136
0.2023601531982422,0.137
0.20239949226379395,0.138
0.20244598388671875,0.139
0.20275545120239258,0.14
0.20293688774108887,0.141
0.20313405990600586,0.142
0.20315027236938477,0.143
0.20322942733764648,0.144
0.20325875282287598,0.145
0.2034008502960205,0.146
0.20340752601623535,0.147
0.20355224609375,0.148
0.20357990264892578,0.149
0.20364737510681152,0.15
0.2037065029144287,0.151
0.20373749732971191,0.152
0.2037792205810547,0.153
0.20379638671875,0.154
0.20393824577331543,0.155
0.20396637916564941,0.156
0.2040541172027588,0.157
0.20413517951965332,0.158
0.20418095588684082,0.159
0.2042226791381836,0.16
0.20444560050964355,0.161
0.20447874069213867,0.162
0.20474767684936523,0.163
0.20485639572143555,0.164
0.20492982864379883,0.165
0.20500922203063965,0.166
0.20508909225463867,0.167
0.20557188987731934,0.168
0.2056112289428711,0.169
0.20565509796142578,0.17
0.20579099655151367,0.171
0.20589160919189453,0.172
0.20594239234924316,0.173
0.2060239315032959,0.174
0.20603013038635254,0.175
0.2060697078704834,0.176
0.20622611045837402,0.177
0.2063746452331543,0.178
0.2063896656036377,0.179
0.20640087127685547,0.18
0.20653963088989258,0.181
0.20662498474121094,0.182
0.20666885375976562,0.183
0.20679926872253418,0.184
0.2069413661956787,0.185
0.20700740814208984,0.186
0.20714855194091797,0.187
0.20720362663269043,0.188
0.2073359489440918,0.189
0.20743083953857422,0.19
0.2076125144958496,0.191
0.20800256729125977,0.192
0.20803308486938477,0.193
0.20811986923217773,0.194
0.208235502243042,0.195
0.20856642723083496,0.196
0.20876336097717285,0.197
0.20881009101867676,0.198
0.2088305950164795,0.199
0.20891690254211426,0.2
0.2095944881439209,0.201
0.2097461223602295,0.202
0.2098538875579834,0.203
0.2098560333251953,0.204
0.2100985050201416,0.205
