ExecutionTime,CDF
1.473,0.01282051282051282
1.636,0.02564102564102564
2.184,0.038461538461538464
2.811,0.05128205128205128
3.049,0.0641025641025641
3.429,0.07692307692307693
3.708,0.08974358974358974
3.76,0.10256410256410256
4.078,0.11538461538461539
4.167,0.1282051282051282
4.687,0.14102564102564102
4.719,0.15384615384615385
4.867,0.16666666666666666
4.935,0.1794871794871795
5.09,0.19230769230769232
5.55,0.20512820512820512
5.716,0.21794871794871795
5.955,0.23076923076923078
5.99,0.24358974358974358
6.128,0.2564102564102564
6.722,0.2692307692307692
6.783,0.28205128205128205
7.0,0.2948717948717949
7.192,0.3076923076923077
7.247,0.32051282051282054
7.276,0.3333333333333333
7.635,0.34615384615384615
8.023,0.358974358974359
8.094,0.3717948717948718
8.307,0.38461538461538464
8.726,0.3974358974358974
8.843,0.41025641025641024
9.21,0.4230769230769231
9.998,0.4358974358974359
10.369,0.44871794871794873
10.788,0.46153846153846156
10.848,0.47435897435897434
10.962,0.48717948717948717
11.023,0.5
11.062,0.5128205128205128
11.109,0.5256410256410257
11.224,0.5384615384615384
11.405,0.5512820512820513
12.338,0.5641025641025641
13.016,0.5769230769230769
13.363,0.5897435897435898
13.417,0.6025641025641025
13.69,0.6153846153846154
14.371,0.6282051282051282
14.585,0.6410256410256411
14.594,0.6538461538461539
14.62,0.6666666666666666
14.887,0.6794871794871795
14.906,0.6923076923076923
15.509,0.7051282051282052
15.901,0.717948717948718
15.982,0.7307692307692307
16.029,0.7435897435897436
16.173,0.7564102564102564
16.526,0.7692307692307693
16.861,0.782051282051282
18.592,0.7948717948717948
19.052,0.8076923076923077
19.447,0.8205128205128205
19.544,0.8333333333333334
19.75,0.8461538461538461
19.958,0.8589743589743589
20.539,0.8717948717948718
21.252,0.8846153846153846
21.834,0.8974358974358975
22.025,0.9102564102564102
22.078,0.9230769230769231
22.301,0.9358974358974359
23.578,0.9487179487179487
23.616,0.9615384615384616
25.004,0.9743589743589743
25.769,0.9871794871794872
26.435,1.0
