ExecutionTime,CDF
1.037,0.022222222222222223
1.196,0.044444444444444446
1.339,0.06666666666666667
1.444,0.08888888888888889
1.493,0.1111111111111111
1.494,0.13333333333333333
1.704,0.15555555555555556
2.295,0.17777777777777778
2.369,0.2
2.376,0.2222222222222222
2.56,0.24444444444444444
3.121,0.26666666666666666
3.42,0.28888888888888886
3.44,0.3111111111111111
3.723,0.3333333333333333
3.808,0.35555555555555557
3.896,0.37777777777777777
4.122,0.4
4.578,0.4222222222222222
4.61,0.4444444444444444
4.875,0.4666666666666667
4.911,0.4888888888888889
5.303,0.5111111111111111
5.374,0.5333333333333333
5.602,0.5555555555555556
5.637,0.5777777777777777
5.686,0.6
5.778,0.6222222222222222
5.848,0.6444444444444445
5.877,0.6666666666666666
6.574,0.6888888888888889
6.782,0.7111111111111111
6.937,0.7333333333333333
7.099,0.7555555555555555
7.548,0.7777777777777778
7.979,0.8
7.99,0.8222222222222222
7.992,0.8444444444444444
8.444,0.8666666666666667
14.527,0.8888888888888888
15.604,0.9111111111111111
15.967,0.9333333333333333
16.51,0.9555555555555556
17.645,0.9777777777777777
19.286,1.0
